operation,config_name,config_type,threads,affinity,scale,num_sequences,pruned,throughput_median,throughput_mean,throughput_std_dev,throughput_ci_lower,throughput_ci_upper,speedup_median,speedup_mean,speedup_std_dev,speedup_ci_lower,speedup_ci_upper,elapsed_median,elapsed_mean,elapsed_std_dev,elapsed_min,elapsed_max,elapsed_q1,elapsed_q3,elapsed_iqr,n_valid,n_outliers,n_warmup
base_counting,neon_2t,Neon,2,default,Medium,10000,false,38213646.33,37755190.17,1199068.15,37307501.04,38202879.31,28.6584,28.3146,0.8992,27.9788,28.6503,0.000262,0.000265,0.000009,0.000255,0.000282,0.000259,0.000273,0.000014,30,0,3
base_counting,neon_4t,Neon,4,default,Medium,10000,false,53132746.08,53305810.52,3529843.96,51987893.12,54623727.93,39.8470,39.9768,2.6472,38.9884,40.9652,0.000188,0.000188,0.000013,0.000169,0.000219,0.000178,0.000197,0.000019,30,0,3
base_counting,naive,Naive,1,default,Large,100000,false,1322848.09,1321993.86,4765.06,1320082.79,1323904.92,1.0000,0.9994,0.0036,0.9979,1.0008,0.075594,0.075644,0.000273,0.075255,0.076270,0.075452,0.075823,0.000371,26,4,3
base_counting,neon,Neon,1,default,Large,100000,false,19920085.99,19906537.87,241905.24,19813049.08,20000026.67,15.0585,15.0482,0.1829,14.9776,15.1189,0.005020,0.005024,0.000062,0.004938,0.005177,0.004971,0.005055,0.000084,28,2,3
base_counting,neon_2t,Neon,2,default,Large,100000,false,38593896.14,38449888.79,983906.52,38082533.31,38817244.27,29.1749,29.0660,0.7438,28.7883,29.3437,0.002591,0.002602,0.000067,0.002490,0.002735,0.002565,0.002639,0.000074,30,0,3
base_counting,neon_4t,Neon,4,default,Large,100000,false,67408156.39,67144055.43,2710352.84,66114807.16,68173303.70,50.9568,50.7572,2.0489,49.9791,51.5352,0.001484,0.001492,0.000061,0.001409,0.001617,0.001439,0.001549,0.000109,29,1,3
gc_content,naive,Naive,1,default,Tiny,100,false,1390917.73,1425589.01,88618.06,1392502.20,1458675.82,1.0000,1.0249,0.0637,1.0011,1.0487,0.000072,0.000070,0.000004,0.000065,0.000083,0.000065,0.000073,0.000007,30,0,3
gc_content,neon,Neon,1,default,Tiny,100,false,85689802.91,84957788.36,1905477.99,84246351.07,85669225.64,61.6067,61.0804,1.3699,60.5689,61.5919,0.000001,0.000001,0.000000,0.000001,0.000001,0.000001,0.000001,0.000000,30,0,3
gc_content,neon_2t,Neon,2,default,Tiny,100,false,3770688.92,3981194.60,744226.95,3703326.89,4259062.30,2.7109,2.8623,0.5351,2.6625,3.0621,0.000026,0.000025,0.000004,0.000018,0.000033,0.000023,0.000028,0.000005,29,1,3
gc_content,neon_4t,Neon,4,default,Tiny,100,false,2716476.42,2617285.03,305625.41,2503175.44,2731394.63,1.9530,1.8817,0.2197,1.7997,1.9637,0.000037,0.000039,0.000005,0.000030,0.000050,0.000036,0.000042,0.000006,30,0,3
gc_content,naive,Naive,1,default,Small,1000,false,1459144.68,1460628.55,19718.93,1453140.34,1468116.75,1.0000,1.0010,0.0135,0.9959,1.0061,0.000685,0.000685,0.000009,0.000665,0.000704,0.000679,0.000691,0.000011,29,1,3
gc_content,neon,Neon,1,default,Small,1000,false,24291596.33,25059819.26,1078844.14,24657017.47,25462621.05,16.6478,17.1743,0.7394,16.8983,17.4504,0.000041,0.000040,0.000002,0.000038,0.000042,0.000038,0.000041,0.000003,30,0,3
gc_content,neon_2t,Neon,2,default,Small,1000,false,21543830.92,21468860.33,2495251.52,20521296.14,22416424.53,14.7647,14.7133,1.7101,14.0639,15.3627,0.000046,0.000047,0.000005,0.000038,0.000055,0.000044,0.000051,0.000007,28,2,3
gc_content,neon_4t,Neon,4,default,Small,1000,false,16563147.00,16475509.58,1558583.24,15883642.32,17067376.84,11.3513,11.2912,1.0681,10.8856,11.6968,0.000060,0.000060,0.000006,0.000047,0.000071,0.000057,0.000065,0.000008,29,1,3
gc_content,naive,Naive,1,default,Medium,10000,false,1487187.06,1488343.50,13062.92,1483466.27,1493220.73,1.0000,1.0008,0.0088,0.9975,1.0041,0.006724,0.006719,0.000059,0.006623,0.006861,0.006674,0.006766,0.000091,30,0,3
gc_content,neon,Neon,1,default,Medium,10000,false,23903173.08,23943961.39,650270.94,23701173.49,24186749.28,16.0727,16.1002,0.4372,15.9369,16.2634,0.000418,0.000418,0.000011,0.000400,0.000440,0.000411,0.000424,0.000012,30,0,3
gc_content,neon_2t,Neon,2,default,Medium,10000,false,41972717.73,41539658.73,1618670.88,40924973.38,42154344.09,28.2229,27.9317,1.0884,27.5184,28.3450,0.000238,0.000241,0.000010,0.000230,0.000263,0.000234,0.000247,0.000013,29,1,3
gc_content,neon_4t,Neon,4,default,Medium,10000,false,58013107.39,57395874.84,4221769.82,55819617.09,58972132.59,39.0086,38.5936,2.8388,37.5337,39.6535,0.000172,0.000174,0.000012,0.000157,0.000198,0.000164,0.000182,0.000018,29,1,3
gc_content,naive,Naive,1,default,Large,100000,false,1489055.91,1487528.80,6790.74,1484805.32,1490252.28,1.0000,0.9990,0.0046,0.9971,1.0008,0.067157,0.067227,0.000309,0.066758,0.068133,0.067042,0.067278,0.000236,26,4,3
gc_content,neon,Neon,1,default,Large,100000,false,21960926.24,21969111.65,109039.94,21926197.85,22012025.46,14.7482,14.7537,0.0732,14.7249,14.7825,0.004554,0.004552,0.000023,0.004512,0.004611,0.004533,0.004565,0.000032,27,3,3
gc_content,neon_2t,Neon,2,default,Large,100000,false,42181473.98,41911417.24,1594055.61,41306079.46,42516755.03,28.3277,28.1463,1.0705,27.7398,28.5528,0.002371,0.002389,0.000094,0.002275,0.002589,0.002319,0.002417,0.000098,29,1,3
gc_content,neon_4t,Neon,4,default,Large,100000,false,75740852.38,74001506.57,3924705.23,72536162.10,75466851.04,50.8650,49.6969,2.6357,48.7129,50.6810,0.001320,0.001355,0.000075,0.001270,0.001561,0.001297,0.001415,0.000118,30,0,3
at_content,naive,Naive,1,default,Tiny,100,false,4203093.48,4172074.27,68005.11,4145310.15,4198838.39,1.0000,0.9926,0.0162,0.9863,0.9990,0.000024,0.000024,0.000000,0.000024,0.000025,0.000024,0.000024,0.000000,26,4,3
at_content,neon,Neon,1,default,Tiny,100,false,106717693.85,105974982.03,5206364.45,104031111.88,107918852.18,25.3903,25.2136,1.2387,24.7511,25.6761,0.000001,0.000001,0.000000,0.000001,0.000001,0.000001,0.000001,0.000000,30,0,3
at_content,neon_2t,Neon,2,default,Tiny,100,false,4000100.00,4157197.68,512433.06,3959158.36,4355237.01,0.9517,0.9891,0.1219,0.9420,1.0362,0.000025,0.000024,0.000003,0.000018,0.000029,0.000022,0.000026,0.000003,29,1,3
at_content,neon_4t,Neon,4,default,Tiny,100,false,2684593.99,2727794.99,298222.71,2616449.31,2839140.68,0.6387,0.6490,0.0710,0.6225,0.6755,0.000037,0.000037,0.000004,0.000031,0.000046,0.000034,0.000039,0.000005,29,1,3
at_content,naive,Naive,1,default,Small,1000,false,2451104.07,2436502.14,50364.30,2417697.91,2455306.37,1.0000,0.9940,0.0205,0.9864,1.0017,0.000408,0.000411,0.000009,0.000399,0.000430,0.000405,0.000417,0.000012,30,0,3
at_content,neon,Neon,1,default,Small,1000,false,99586715.38,99063123.62,1887374.06,98333712.67,99792534.57,40.6293,40.4157,0.7700,40.1181,40.7133,0.000010,0.000010,0.000000,0.000010,0.000011,0.000010,0.000010,0.000000,28,2,3
at_content,neon_2t,Neon,2,default,Small,1000,false,33898573.43,33248703.11,3828926.99,31768942.77,34728463.44,13.8299,13.5648,1.5621,12.9611,14.1685,0.000029,0.000030,0.000004,0.000022,0.000038,0.000028,0.000032,0.000004,29,1,3
at_content,neon_4t,Neon,4,default,Small,1000,false,21314690.08,21863992.70,2650641.08,20857419.79,22870565.61,8.6960,8.9201,1.0814,8.5094,9.3307,0.000047,0.000046,0.000005,0.000036,0.000054,0.000042,0.000051,0.000008,29,1,3
at_content,naive,Naive,1,default,Medium,10000,false,2201021.16,2201088.67,45027.46,2184277.03,2217900.31,1.0000,1.0000,0.0205,0.9924,1.0077,0.004543,0.004545,0.000093,0.004354,0.004765,0.004475,0.004617,0.000143,30,0,3
at_content,neon,Neon,1,default,Medium,10000,false,52162664.05,51900841.46,2668386.30,50887529.86,52914153.07,23.6993,23.5803,1.2123,23.1200,24.0407,0.000192,0.000192,0.000008,0.000180,0.000207,0.000186,0.000199,0.000013,28,2,3
at_content,neon_2t,Neon,2,default,Medium,10000,false,64632305.24,67680783.90,12196139.42,63127181.94,72234385.86,29.3647,30.7497,5.5411,28.6809,32.8186,0.000155,0.000152,0.000027,0.000112,0.000216,0.000127,0.000172,0.000045,30,0,3
at_content,neon_4t,Neon,4,default,Medium,10000,false,86393088.55,85531710.21,7623872.10,82636567.90,88426852.51,39.2514,38.8600,3.4638,37.5446,40.1754,0.000116,0.000118,0.000011,0.000102,0.000140,0.000110,0.000123,0.000012,29,1,3
at_content,naive,Naive,1,default,Large,100000,false,2206102.35,2203921.30,21438.52,2195916.93,2211925.68,1.0000,0.9990,0.0097,0.9954,1.0026,0.045329,0.045378,0.000443,0.044479,0.046164,0.045035,0.045736,0.000701,30,0,3
at_content,neon,Neon,1,default,Large,100000,false,30984136.74,30928909.71,263891.70,30828697.64,31029121.79,14.0447,14.0197,0.1196,13.9743,14.0651,0.003227,0.003233,0.000028,0.003194,0.003306,0.003211,0.003249,0.000038,29,1,3
at_content,neon_2t,Neon,2,default,Large,100000,false,59408339.03,58782398.12,2732781.18,57762075.44,59802720.81,26.9291,26.6454,1.2387,26.1829,27.1079,0.001683,0.001705,0.000080,0.001599,0.001835,0.001629,0.001793,0.000164,30,0,3
at_content,neon_4t,Neon,4,default,Large,100000,false,100094607.71,100396603.99,4036290.80,98836704.04,101956503.94,45.3717,45.5086,1.8296,44.8015,46.2157,0.000999,0.000998,0.000040,0.000940,0.001084,0.000965,0.001032,0.000067,28,2,3
n_content,naive,Naive,1,default,Tiny,100,false,12059816.69,12029041.46,57988.35,12005103.87,12052979.05,1.0000,0.9974,0.0048,0.9955,0.9994,0.000008,0.000008,0.000000,0.000008,0.000008,0.000008,0.000008,0.000000,25,5,3
n_content,neon,Neon,1,default,Tiny,100,false,96061479.35,96970093.28,2217990.46,96141975.02,97798211.53,7.9654,8.0408,0.1839,7.9721,8.1094,0.000001,0.000001,0.000000,0.000001,0.000001,0.000001,0.000001,0.000000,30,0,3
n_content,neon_2t,Neon,2,default,Tiny,100,false,3625421.46,3681806.12,467287.23,3504355.21,3859257.03,0.3006,0.3053,0.0387,0.2906,0.3200,0.000027,0.000027,0.000003,0.000020,0.000034,0.000025,0.000029,0.000004,29,1,3
n_content,neon_4t,Neon,4,default,Tiny,100,false,2560006.55,2610868.01,335527.97,2481196.96,2740539.06,0.2123,0.2165,0.0278,0.2057,0.2272,0.000038,0.000038,0.000004,0.000028,0.000047,0.000034,0.000041,0.000006,27,3,3
n_content,naive,Naive,1,default,Small,1000,false,11622231.00,11499826.29,303542.47,11384556.96,11615095.62,1.0000,0.9895,0.0261,0.9796,0.9994,0.000086,0.000087,0.000002,0.000084,0.000093,0.000085,0.000088,0.000002,29,1,3
n_content,neon,Neon,1,default,Small,1000,false,107146683.81,107051036.25,675038.07,106799001.19,107303071.31,9.2191,9.2109,0.0581,9.1892,9.2326,0.000009,0.000009,0.000000,0.000009,0.000009,0.000009,0.000009,0.000000,30,0,3
n_content,neon_2t,Neon,2,default,Small,1000,false,31331265.47,32587882.15,3215441.90,31366827.84,33808936.45,2.6958,2.8039,0.2767,2.6989,2.9090,0.000032,0.000031,0.000003,0.000025,0.000035,0.000029,0.000033,0.000004,29,1,3
n_content,neon_4t,Neon,4,default,Small,1000,false,19926470.12,20432444.36,2949857.24,19331073.24,21533815.48,1.7145,1.7580,0.2538,1.6633,1.8528,0.000050,0.000050,0.000007,0.000037,0.000062,0.000044,0.000055,0.000010,30,0,3
n_content,naive,Naive,1,default,Medium,10000,false,11981145.86,11955682.18,178312.86,11889106.54,12022257.82,1.0000,0.9979,0.0149,0.9923,1.0034,0.000834,0.000835,0.000011,0.000818,0.000857,0.000827,0.000843,0.000016,29,1,3
n_content,neon,Neon,1,default,Medium,10000,false,102171136.65,100783253.18,2675273.66,99749343.72,101817162.65,8.5277,8.4118,0.2233,8.3255,8.4981,0.000098,0.000099,0.000003,0.000098,0.000106,0.000098,0.000100,0.000002,28,2,3
n_content,neon_2t,Neon,2,default,Medium,10000,false,112514001.01,112071069.70,11023483.11,107955295.63,116186843.76,9.3909,9.3540,0.9201,9.0104,9.6975,0.000087,0.000089,0.000008,0.000076,0.000107,0.000084,0.000093,0.000009,28,2,3
n_content,neon_4t,Neon,4,default,Medium,10000,false,105012685.35,108083113.60,12083563.92,103571543.30,112594683.89,8.7648,9.0211,1.0085,8.6445,9.3977,0.000095,0.000094,0.000010,0.000075,0.000108,0.000087,0.000103,0.000015,30,0,3
n_content,naive,Naive,1,default,Large,100000,false,11845591.76,11838465.34,82890.76,11806987.83,11869942.86,1.0000,0.9994,0.0070,0.9967,1.0021,0.008442,0.008447,0.000059,0.008341,0.008579,0.008407,0.008479,0.000073,29,1,3
n_content,neon,Neon,1,default,Large,100000,false,67089787.75,66280621.78,2347466.39,65404161.84,67157081.71,5.6637,5.5954,0.1982,5.5214,5.6694,0.001491,0.001511,0.000056,0.001450,0.001638,0.001470,0.001540,0.000070,30,0,3
n_content,neon_2t,Neon,2,default,Large,100000,false,116547447.50,116798922.81,5729899.54,114659583.39,118938262.23,9.8389,9.8601,0.4837,9.6795,10.0407,0.000858,0.000858,0.000043,0.000794,0.000941,0.000820,0.000884,0.000064,30,0,3
n_content,neon_4t,Neon,4,default,Large,100000,false,171981171.50,172977131.21,4839982.68,171139162.47,174815099.95,14.5186,14.6027,0.4086,14.4475,14.7578,0.000581,0.000579,0.000016,0.000543,0.000602,0.000569,0.000589,0.000020,29,1,3
reverse_complement,naive,Naive,1,default,Tiny,100,false,14814814.81,14783355.35,67463.86,14756298.46,14810412.24,1.0000,0.9979,0.0046,0.9961,0.9997,0.000007,0.000007,0.000000,0.000007,0.000007,0.000007,0.000007,0.000000,26,4,3
reverse_complement,neon,Neon,1,default,Tiny,100,false,14457134.60,14463518.70,171143.82,14391413.71,14535623.68,0.9759,0.9763,0.0116,0.9714,0.9812,0.000007,0.000007,0.000000,0.000007,0.000007,0.000007,0.000007,0.000000,24,6,3
reverse_complement,neon_2t,Neon,2,default,Tiny,100,false,3342639.50,3383091.27,246246.86,3291151.51,3475031.03,0.2256,0.2284,0.0166,0.2222,0.2346,0.000030,0.000030,0.000002,0.000025,0.000034,0.000028,0.000031,0.000003,30,0,3
reverse_complement,neon_4t,Neon,4,default,Tiny,100,false,2303407.71,2275977.74,264422.08,2177252.00,2374703.49,0.1555,0.1536,0.0178,0.1470,0.1603,0.000043,0.000045,0.000006,0.000037,0.000057,0.000040,0.000048,0.000008,30,0,3
reverse_complement,naive,Naive,1,default,Small,1000,false,12847938.23,12850531.84,50761.66,12830173.49,12870890.18,1.0000,1.0002,0.0040,0.9986,1.0018,0.000078,0.000078,0.000000,0.000077,0.000079,0.000078,0.000078,0.000000,26,4,3
reverse_complement,neon,Neon,1,default,Small,1000,false,13494458.18,13454827.85,102933.32,13413545.67,13496110.03,1.0503,1.0472,0.0080,1.0440,1.0504,0.000074,0.000074,0.000001,0.000074,0.000076,0.000074,0.000074,0.000000,26,4,3
reverse_complement,neon_2t,Neon,2,default,Small,1000,false,15805044.83,15697152.23,1222264.58,15240802.38,16153502.08,1.2302,1.2218,0.0951,1.1862,1.2573,0.000063,0.000064,0.000004,0.000057,0.000072,0.000060,0.000067,0.000007,29,1,3
reverse_complement,neon_4t,Neon,4,default,Small,1000,false,15335306.48,15240684.20,900019.46,14898904.54,15582463.85,1.1936,1.1862,0.0701,1.1596,1.2128,0.000065,0.000066,0.000004,0.000060,0.000075,0.000063,0.000068,0.000005,29,1,3
reverse_complement,naive,Naive,1,default,Medium,10000,false,12468827.93,12407460.02,210139.09,12327660.33,12487259.70,1.0000,0.9951,0.0169,0.9887,1.0015,0.000802,0.000805,0.000012,0.000789,0.000836,0.000796,0.000813,0.000017,28,2,3
reverse_complement,neon,Neon,1,default,Medium,10000,false,13081163.39,13028496.37,294938.51,12916494.36,13140498.37,1.0491,1.0449,0.0237,1.0359,1.0539,0.000764,0.000768,0.000018,0.000741,0.000807,0.000755,0.000782,0.000027,29,1,3
reverse_complement,neon_2t,Neon,2,default,Medium,10000,false,24630541.87,24777196.03,759278.20,24478374.17,25076017.88,1.9754,1.9871,0.0609,1.9632,2.0111,0.000406,0.000404,0.000012,0.000386,0.000430,0.000390,0.000412,0.000022,27,3,3
reverse_complement,neon_4t,Neon,4,default,Medium,10000,false,36775927.95,37221716.08,1968916.51,36474026.00,37969406.15,2.9494,2.9852,0.1579,2.9252,3.0451,0.000272,0.000269,0.000014,0.000246,0.000301,0.000256,0.000277,0.000021,29,1,3
reverse_complement,naive,Naive,1,default,Large,100000,false,10081031.95,10070140.01,259307.97,9973323.70,10166956.33,1.0000,0.9989,0.0257,0.9893,1.0085,0.009920,0.009937,0.000256,0.009430,0.010562,0.009785,0.010096,0.000311,30,0,3
reverse_complement,neon,Neon,1,default,Large,100000,false,10917725.44,10910650.90,128506.96,10857603.22,10963698.57,1.0830,1.0823,0.0127,1.0770,1.0876,0.009159,0.009167,0.000108,0.008934,0.009431,0.009108,0.009218,0.000111,25,5,3
reverse_complement,neon_2t,Neon,2,default,Large,100000,false,21093530.42,21055484.58,299693.40,20939662.47,21171306.69,2.0924,2.0886,0.0297,2.0771,2.1001,0.004741,0.004750,0.000068,0.004613,0.004875,0.004704,0.004806,0.000102,28,2,3
reverse_complement,neon_4t,Neon,4,default,Large,100000,false,36288308.96,36018094.58,1440404.20,35480299.21,36555889.96,3.5997,3.5729,0.1429,3.5195,3.6262,0.002756,0.002781,0.000112,0.002603,0.002978,0.002694,0.002874,0.000180,30,0,3
sequence_length,naive,Naive,1,default,Tiny,100,false,800000000.00,720001923.86,99658182.63,682793125.23,757210722.49,1.0000,0.9000,0.1246,0.8535,0.9465,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30,0,3
sequence_length,neon,Neon,1,default,Tiny,100,false,800000000.00,713415578.48,100712582.27,675813104.76,751018052.20,1.0000,0.8918,0.1259,0.8448,0.9388,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30,0,3
sequence_length,neon_2t,Neon,2,default,Tiny,100,false,4554191.53,4514167.81,554042.13,4300047.89,4728287.74,0.0057,0.0056,0.0007,0.0054,0.0059,0.000022,0.000022,0.000003,0.000015,0.000029,0.000020,0.000024,0.000004,30,0,3
sequence_length,neon_4t,Neon,4,default,Tiny,100,false,2388494.94,2382938.67,429020.83,2222757.64,2543119.69,0.0030,0.0030,0.0005,0.0028,0.0032,0.000041,0.000042,0.000007,0.000033,0.000056,0.000037,0.000047,0.000010,29,1,3
sequence_length,naive,Naive,1,default,Small,1000,false,2403846153.85,2481606988.51,138759232.01,2429799257.47,2533414719.55,1.0000,1.0323,0.0577,1.0108,1.0539,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30,0,3
sequence_length,neon,Neon,1,default,Small,1000,false,2666666666.67,2666666666.67,0.00,2666666666.67,2666666666.67,1.1093,1.1093,0.0000,1.1093,1.1093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25,5,3
sequence_length,neon_2t,Neon,2,default,Small,1000,false,38746599.12,40468381.93,5644916.83,38360772.02,42575991.84,0.0161,0.0168,0.0023,0.0160,0.0177,0.000026,0.000025,0.000003,0.000019,0.000032,0.000023,0.000027,0.000004,30,0,3
sequence_length,neon_4t,Neon,4,default,Small,1000,false,27180225.66,27117501.05,3287855.05,25889933.65,28345068.45,0.0113,0.0113,0.0014,0.0108,0.0118,0.000037,0.000037,0.000004,0.000030,0.000048,0.000034,0.000040,0.000006,29,1,3
sequence_length,naive,Naive,1,default,Medium,10000,false,1831837332.84,1825464979.69,10108759.42,1821114434.99,1829815524.39,1.0000,0.9965,0.0055,0.9941,0.9989,0.000005,0.000005,0.000000,0.000005,0.000006,0.000005,0.000005,0.000000,23,7,3
sequence_length,neon,Neon,1,default,Medium,10000,false,1825391917.87,1845082569.00,58904712.64,1823089657.50,1867075480.51,0.9965,1.0072,0.0322,0.9952,1.0192,0.000005,0.000005,0.000000,0.000005,0.000006,0.000005,0.000006,0.000000,30,0,3
sequence_length,neon_2t,Neon,2,default,Medium,10000,false,393452943.03,396812216.59,32087937.48,383002410.58,410622022.59,0.2148,0.2166,0.0175,0.2091,0.2242,0.000025,0.000025,0.000002,0.000022,0.000028,0.000024,0.000026,0.000002,22,8,3
sequence_length,neon_4t,Neon,4,default,Medium,10000,false,218981299.00,219547724.36,24983534.15,210060303.05,229035145.66,0.1195,0.1199,0.0136,0.1147,0.1250,0.000046,0.000046,0.000005,0.000037,0.000058,0.000043,0.000050,0.000007,29,1,3
sequence_length,naive,Naive,1,default,Large,100000,false,1793721973.09,1771026071.84,35698587.82,1757469641.41,1784582502.28,1.0000,0.9873,0.0199,0.9798,0.9949,0.000056,0.000056,0.000001,0.000056,0.000059,0.000056,0.000057,0.000001,29,1,3
sequence_length,neon,Neon,1,default,Large,100000,false,1792371666.19,1791555210.96,4104301.07,1789826018.70,1793284403.21,0.9992,0.9988,0.0023,0.9978,0.9998,0.000056,0.000056,0.000000,0.000056,0.000056,0.000056,0.000056,0.000000,24,6,3
sequence_length,neon_2t,Neon,2,default,Large,100000,false,1685987119.70,1693174824.02,76222444.32,1664716091.31,1721633556.73,0.9399,0.9439,0.0425,0.9281,0.9598,0.000059,0.000059,0.000003,0.000055,0.000067,0.000057,0.000061,0.000004,30,0,3
sequence_length,neon_4t,Neon,4,default,Large,100000,false,1478307733.63,1479972562.66,208694997.54,1402053319.76,1557891805.55,0.8242,0.8251,0.1163,0.7816,0.8685,0.000067,0.000068,0.000009,0.000054,0.000093,0.000060,0.000074,0.000014,29,1,3
quality_aggregation,naive,Naive,1,default,Tiny,100,false,6434592.37,6435048.92,13323.43,6429705.46,6440392.38,1.0000,1.0001,0.0021,0.9992,1.0009,0.000016,0.000016,0.000000,0.000016,0.000016,0.000016,0.000016,0.000000,26,4,3
quality_aggregation,neon,Neon,1,default,Tiny,100,false,120048019.21,119994040.78,71184.64,119964049.82,120024031.74,18.6567,18.6483,0.0111,18.6436,18.6529,0.000001,0.000001,0.000000,0.000001,0.000001,0.000001,0.000001,0.000000,24,6,3
quality_aggregation,neon_2t,Neon,2,default,Tiny,100,false,4181213.81,4274411.57,738406.58,3998716.99,4550106.16,0.6498,0.6643,0.1148,0.6214,0.7071,0.000024,0.000024,0.000004,0.000017,0.000031,0.000021,0.000026,0.000005,29,1,3
quality_aggregation,neon_4t,Neon,4,default,Tiny,100,false,2770507.30,2751285.48,348564.50,2621143.97,2881426.98,0.4306,0.4276,0.0542,0.4074,0.4478,0.000036,0.000037,0.000005,0.000030,0.000048,0.000033,0.000041,0.000007,30,0,3
quality_aggregation,naive,Naive,1,default,Small,1000,false,6854227.82,6782007.64,316385.48,6663880.63,6900134.66,1.0000,0.9895,0.0462,0.9722,1.0067,0.000146,0.000148,0.000007,0.000140,0.000164,0.000140,0.000154,0.000014,30,0,3
quality_aggregation,neon,Neon,1,default,Small,1000,false,120004800.19,120662035.51,2688854.19,119658113.59,121665957.43,17.5081,17.6040,0.3923,17.4576,17.7505,0.000008,0.000008,0.000000,0.000008,0.000009,0.000008,0.000008,0.000000,30,0,3
quality_aggregation,neon_2t,Neon,2,default,Small,1000,false,35347529.69,35037481.20,2884342.24,33960571.04,36114391.36,5.1570,5.1118,0.4208,4.9547,5.2689,0.000028,0.000029,0.000002,0.000025,0.000035,0.000027,0.000030,0.000003,30,0,3
quality_aggregation,neon_4t,Neon,4,default,Small,1000,false,20176977.40,20553401.69,2534253.48,19573992.11,21532811.27,2.9437,2.9986,0.3697,2.8558,3.1415,0.000049,0.000049,0.000006,0.000039,0.000064,0.000045,0.000053,0.000007,27,3,3
quality_aggregation,naive,Naive,1,default,Medium,10000,false,6553079.95,6544634.71,62545.03,6520883.42,6568385.99,1.0000,0.9987,0.0095,0.9951,1.0023,0.001526,0.001528,0.000015,0.001509,0.001566,0.001514,0.001532,0.000017,29,1,3
quality_aggregation,neon,Neon,1,default,Medium,10000,false,108522891.27,108173046.47,1340477.27,107654993.99,108691098.94,16.5606,16.5072,0.2046,16.4282,16.5863,0.000092,0.000092,0.000001,0.000091,0.000095,0.000092,0.000093,0.000001,27,3,3
